ID_NECESIDAD,NECESIDAD,FECHA RECEPCION NECESIDAD,MUNICIPIO,SUBREGION,LONGITUD,LATITUD,PDET,ZOMAC,RADICADOS ASOCIADOS,FASE PROYECTO,VALOR NECESIDAD SIF,TIPOLOGIA,ORDEN VIAL,ASOCIACION AL PD,OBSERVACION,PRIORIZADO,POSIBLE FUENTE FINANCIACION,PROGRAMA,CATEGORÍA,INGRESOS EJECUTADOS 2024 PROYECTADOS 2025,GASTOS EJECUTADOS 2024 PROYECTADOS 2025,AHORRO OPERACIONAL,DEUDA IDEA Incluye por desembolsar,DEUDAS CON OTROS BANCOS  Incluye por desembolsar,SALDO TOTAL DEUDA PROYECTADA,INDICADOR DE CAPACIDAD  LEY 358 DE 1997,CAPACIDAD MAXIMA DE ENDEUDAMIENTO AL 100%,CAPACIDAD MAXIMA DE ENDEUDAMIENTO AL 80%,CAPACIDAD MAXIMA DE ENDEUDAMIENTO AL 60%,Deuda del IDEA sobre el total,INDICADOR LEY 617,LÍMITE 617,SEMÁFORO,APORTE GOB,SOBRANTE FALTANTE
17.0,Solicitud pavimentación vía corregimiento Marsella ,2024-01-15,Fredonia,Suroeste,-75.675072,"5,928039",0.0,0.0,2024010013378,1.0,,Pavimento Flexible,Segundo Orden,Vías secundarias mejoradas,Peticion para pavimentar via de segundo orden,,,,6,17515986067.274,8346764868.360001,9169221198.913998,0.0,6328650461.0,6328650461.0,0.3613071189194502,11187335606.273998,8949868485.0192,6712401363.764399,0.0,0.6737631327774092,0.8,Cumple,1342480272.7528799,3280962216.5172787
18.0,Construcción de pavimento rígido en vías del casco urbano del municipio de San Pedro de Urabá Antiquia,2024-04-24,San Pedro de Urabá,Urabá,-76.380567,"8,276884",1.0,1.0,2024010179553,3.0,,Pavimento Rígido,Urbana,Vía urbana mejorada,,,,,6,19508372714.52,5389834315.5,14118538399.02,2594281047.0,1833333333.0,4427614380.0,0.22695969801235882,15080758334.52,12064606667.616001,9048455000.712,0.5859320221559132,0.5885111290050002,0.8,Cumple,1809691000.1424,-12348843887.1456
19.0,Construcción de placa huella en la vía acceso al corregimiento de Belén Municipio de San Juan de Urabá Antioquia,2024-04-23,San Juan de Urabá,Urabá,-76.52857,"8,758964",0.0,0.0,2024010178436,3.0,2139964660.0,Placa huella,Tercer Orden,Vías terciarias mejoradas,,1.0,SGR Regionales 60%,Placa huellas 2025-1,6,21558400486.167,4028552935.26,17529847550.906998,573337825.0,3454671378.0,4028009203.0,0.18684174670493675,17530391283.167,14024313026.5336,10518234769.9002,0.14233776441548016,0.4520218542026642,0.8,Cumple,2103646953.98004,5454222483.8802395
20.0,Mejoramiento vías urbanas municipio de Yolombó,2024-04-23,Yolombó,Nordeste,-75.013385,6.594511,0.0,1.0,2024010178733,1.0,,Pavimento Flexible,Urbana,Vía urbana mejorada,Ya se aportaron recursos,,,,6,18632663202.9925,4332293517.33,14300369685.6625,3970281006.0,1500000000.0,5470281006.0,0.2935855677958825,13162382196.9925,10529905757.594002,7897429318.195499,0.72579105198531,0.4468307755740106,0.8,Cumple,1579485863.6391,2111158837.8345985
21.0,Construcción del ámbito patrimonio del proyecto Paisajes del Agua en el Municipio de Rionegro -ADICION A PROYECTO EN EJECUCION,2024-04-16,Rionegro,Oriente,-75.377316,"6,147148",0.0,0.0,2024020016404,3.0,1578945342.0,Parque,,Espacio público adecuado,Peticion por recursos para obra adicional,,,,1,501236439904.31354,112502020079.39,388734419824.9235,85394840514.0,114109886446.23999,199504726960.24,0.39802518547599136,301731712944.07355,241385370355.25885,181039027766.44412,0.4280341714961904,0.23207277402530038,0.65,Cumple,36207805553.288826,199470854625.73294
22.0,Estudios y diseños para plaza de feria ganadera en el municipio de Alejandría - Antioquia,2024-04-18,Alejandría,Oriente,-75.141346,"6,376061",0.0,1.0,2024010171235,1.0,,Equipamento,,Estudios y diseños para proyectos de infraestructura realizados,Se presenta perfil del proyecto,,,,6,8362831920.76,2199279418.08,6163552502.68,284104325.0,209000000.0,493104325.0,0.05896379715296102,7869727595.76,6295782076.608001,4721836557.456,0.576154599739112,0.6130892850296299,0.8,Cumple,944367311.4912001,-7856322705.052799
23.0,Construcción del espacio público parques de la quebrada Donmatías Antioquia - Etapa 1,2024-10-04,Donmatías,Norte,-75.39263,"6,485603",0.0,0.0,2024010153392 2024010238427,1.0,,Parque,,Espacio público adecuado,Solicitud de adicion,,,,6,24529039369.5395,8973012363.67,15556027005.869501,7973050390.0,1625381984.0,9598432374.0,0.3913089391474281,14930606995.539501,11944485596.431602,8958364197.3237,0.8306617246788345,0.5302434371724646,0.8,Cumple,1791672839.46474,-8164135575.211559
24.0,Construcción de la fase dos del malecón turístico del Distrito de Turbo,2024-08-05,Turbo,Urabá,-76.728858,8.089929,1.0,1.0,2024010207402,2.0,,Malecón,,Espacio público adecuado,,,,,5,57277943756.6295,34159399600.96,23118544155.669502,3450000000.0,21452083665.0,24902083665.0,0.434758687756101,32375860091.6295,25900688073.303604,19425516054.9777,0.13854262343712995,0.8701515266536545,0.8,Incumple,3885103210.99554,-114052861009.72676
26.0,Construcción de la apertura vial entre la calle 16 y la carrera 22 de la zona urbana del municipio de Alejandría,2024-05-24,Alejandría,Oriente,-75.141346,"6,376061",0.0,1.0,2024010232610,3.0,4805691053.0,Pavimento Flexible,Urbana,Vía urbana mejorada,,,,,6,8362831920.76,2199279418.08,6163552502.68,284104325.0,209000000.0,493104325.0,0.05896379715296102,7869727595.76,6295782076.608001,4721836557.456,0.576154599739112,0.6130892850296299,0.8,Cumple,944367311.4912001,-7856322705.052799
27.0,Malecón turístico cebecera municipal Puerto Triunfo,2024-05-24,Puerto Triunfo,Magdalena Medio,-74.64119,"5,871318",0.0,0.0,2024010233575,1.0,,Malecón,,Espacio público adecuado,ya se dio el recurso,,,,6,22896432570.9105,6514105665.99,16382326904.9205,15087488121.0,152370595.0,15239858716.0,0.665599702870829,7656573854.9105,6125259083.9284,4593944312.9463,0.9900018367729335,0.5398792514926959,0.8,Cumple,918788862.58926,-5124042499.46444
28.0,Pavimentación vía secundaria Barbosa - Concepción,2024-06-05,Barbosa,Valle de Aburrá,-75.331627,"6,439195",0.0,0.0,2024010201559,2.0,,Pavimento Flexible,Segundo Orden,Vías secundarias mejoradas,Se ejecuto atravez de otro programa,,,,4,56592203197.5365,24375972647.86,32216230549.6765,0.0,15044963334.42,15044963334.42,0.26584869442006315,41547239863.1165,33237791890.493202,24928343917.8699,0.0,0.603852082619701,0.8,Cumple,4985668783.57398,-31357431194.55612
29.0,Mejoramiento y mantenimiento mediante pavimentación en asfalto de la vía El Chaquiro (Ruta 25) - corregimiento de Aragón (Código 25AN10) Zona rural del municipio de Santa Rosa de Osos - Antioquia,2024-09-05,Santa Rosa de Osos,Norte,-75.460723,"6,643366",0.0,0.0,2024010209802,1.0,,Pavimento Flexible,Segundo Orden,Vías secundarias mejoradas,,,,,5,37911059539.454,12962308085.960001,24948751453.494003,8258858552.88,2659839682.12,10918698235.0,0.28800825847763295,26992361304.454002,21593889043.5632,16195416782.672401,0.7563958976726862,0.5258420833636753,0.8,Cumple,3239083356.5344806,19434500139.206882
30.0,Construcción de vías urbanas en el municipio de Sonsón Antioquia,2024-05-20,Sonsón,Oriente,-75.309596,"5,714851",0.0,1.0,2024010224714,3.0,4281286508.0,Pavimento Flexible,Urbana,Vía urbana mejorada,,,,,5,35695767669.0165,13532488388.23,22163279280.786503,1067761948.0,4932032890.0,5999794838.0,0.16808140655867587,29695972831.016502,23756778264.8132,17817583698.6099,0.17796640999076777,0.4016729815979605,0.8,Cumple,3563516739.7219806,-46557238264.66812
31.0,Solicitud de construcción de vía en el sector Quebrada Arriba Los Lagos y Matazano (Barbosa - Donmatías),2024-05-24,Barbosa,Valle de Aburrá,-75.331627,"6,439195",0.0,0.0,2024010233254,1.0,,Pavimento Flexible,Segundo Orden,Vías terciarias mejoradas,No se encuentra mas informacion en radicado relacionado,,,,4,56592203197.5365,24375972647.86,32216230549.6765,0.0,15044963334.42,15044963334.42,0.26584869442006315,41547239863.1165,33237791890.493202,24928343917.8699,0.0,0.603852082619701,0.8,Cumple,4985668783.57398,-31357431194.55612
32.0,Construcción de pavimento en el barrio Brisas de Urabá del municipio de San Pedro de Urabá Antioquia,2024-04-06,San Pedro de Urabá,Urabá,-76.380567,"8,276884",1.0,1.0,2024010246827,3.0,2256305783.0,Pavimento Flexible,Urbana,Vía urbana mejorada,,,,,6,19508372714.52,5389834315.5,14118538399.02,2594281047.0,1833333333.0,4427614380.0,0.22695969801235882,15080758334.52,12064606667.616001,9048455000.712,0.5859320221559132,0.5885111290050002,0.8,Cumple,1809691000.1424,-12348843887.1456
33.0,Mejoramiento de vías del circuito productivo Pueblorrico . Ye a la Bodega - La Bodega (Andes),2024-11-06,Pueblorrico,Suroeste,-75.839903,"5,79158",0.0,0.0,2024010258317,3.0,4943542014.0,Pavimento Flexible,Segundo Orden,Vías secundarias mejoradas,EL proyecto sera desarrollado entre el K0+000 saliendo de la cabecera municipal de Pueblorrico hasta el K1+580 sector El Barcino,,,,6,7408957946.443999,2726179218.2000003,4682778728.2439995,1117539497.0,0.0,1117539497.0,0.15083625863153588,6291418449.443999,5033134759.5552,3774851069.6663995,1.0,0.7849537359678113,0.8,Riesgo,754970213.93328,-4520144590.40032
34.0,Parque principal - Segunda etapa,2024-09-04,Valparaíso,Suroeste,-75.624452,5.614555,0.0,0.0,2024010152199,1.0,,Parque,,Espacio público adecuado,peticion de cooperar con la construccion de la segunda etapa del parque principal,,,,6,6485715716.868001,3717110032.76,2768605684.1080008,598561755.2,823222224.0,1421783979.2,0.21921774577665112,5063931737.668001,4051145390.1344013,3038359042.6008005,0.4209934588915503,0.6859833734364879,0.8,Cumple,607671808.5201601,-1701336321.8790393
35.0,Construcción de la antigua plaza de mercado para adecuar y poner en funcionamiento la casa de justicia o centro de convivencia,2024-12-04,Amagá,Suroeste,-75.702188,"6,038708",0.0,0.0,2024010159071 2024020058554,2.0,,Plaza de Mercado,,Equipamientos construidos,Plaza de mercado postulada para adecuar y poner en funcionamiento la casa de justicia o centro de convivencia,,,,6,25390387392.328503,8357833556.33,17032553835.998503,4689987006.0,6272045606.0,10962032612.0,0.431739478512726,14428354780.328503,11542683824.262802,8657012868.197102,0.4278391765470511,0.4634762673958971,0.8,Cumple,1731402573.6394205,4806760366.836521
36.0,Construcción del ecoparque lineal La Vara en el municipio de San Pedro de Urabá,2024-04-16,San Pedro de Urabá,Urabá,-76.380567,"8,276884",1.0,1.0,2024010163837,3.0,2500751722.0,Parque,,Espacio público adecuado,,,,,6,19508372714.52,5389834315.5,14118538399.02,2594281047.0,1833333333.0,4427614380.0,0.22695969801235882,15080758334.52,12064606667.616001,9048455000.712,0.5859320221559132,0.5885111290050002,0.8,Cumple,1809691000.1424,-12348843887.1456
37.0,Proyecto de pavimentación en la vía Sopetrán - Belmira,2024-05-28,Sopetrán,Occidente,-75.747378,6.500745,0.0,0.0,2024010238039,3.0,16955817824.0,Pavimento Flexible,Segundo Orden,Vías secundarias mejoradas,,,,,6,16347842057.745998,7901643157.33,8446198900.415998,1620905965.85,2416666620.0,4037572585.85,0.24697893285168493,12310269471.895998,9848215577.516798,7386161683.137599,0.40145556058375176,0.5852153455768756,0.8,Cumple,1477232336.6275198,-11946219029.23488
39.0,Pavimentación de 3 kilómetros de la vía Bellavista - Riogrande,2024-09-19,Donmatías,Norte,-75.39263,"6,485603",0.0,0.0,2024010273696 2024010429631,3.0,7948407205.0,Pavimento Flexible,Tercer Orden,Vías terciarias mejoradas,,,,,6,24529039369.5395,8973012363.67,15556027005.869501,7973050390.0,1625381984.0,9598432374.0,0.3913089391474281,14930606995.539501,11944485596.431602,8958364197.3237,0.8306617246788345,0.5302434371724646,0.8,Cumple,1791672839.46474,-8164135575.211559
40.0,Mejoramiento con pavimento rígido de las vías del circuito productivo rural de la subregión suroeste en el municipio de Pueblorrico,2024-06-21,Pueblorrico,Suroeste,-75.839903,"5,79158",0.0,0.0,2024010277200,3.0,4106423860.0,Pavimento Rígido,Tercer Orden,Vías terciarias mejoradas,El proyecto será desarrollado en la zona Rural del municipio de Pueblorrico; en la vía de tercer orden 25BAN03: Pueblorrico - Sinaí - La Bodega- Peñalisa que comunica el casco urbano con las Veredas Corinto Mulatos Sinaí Sevilla y Morrón; entre el km 2+100 desde la salida de la cabecera municipal sobre la calle 30 (Tiendas D1 Pueblorrico y Capilla San José) y el km 3+500,,,,6,7408957946.443999,2726179218.2000003,4682778728.2439995,1117539497.0,0.0,1117539497.0,0.15083625863153588,6291418449.443999,5033134759.5552,3774851069.6663995,1.0,0.7849537359678113,0.8,Riesgo,754970213.93328,-4520144590.40032
42.0,Pavimentación de 870 m de la vía Concepción - Alejandría 'Los Pomos' SOLO PRESENTA INFORME DE INSPECCIÓN OCULAR,2024-05-17,Concepción,Oriente,-75.257587,"6,394348",0.0,1.0,2024010279803,1.0,,Pavimento Flexible,Segundo Orden,Vías secundarias mejoradas,Solo presenta informe con inspeccion ocular,,,,6,8725724060.946,1935290211.05,6790433849.895999,661232494.0,0.0,661232494.0,0.07577967047565706,8064491566.945999,6451593253.5568,4838694940.1676,1.0,0.5340223941108386,0.8,Cumple,967738988.03352,5806433928.201119
43.0,Construcción e implementación de la ciudadela de innovación agroempresarial regional en el municipio de Sonsón,2024-05-30,Sonsón,Oriente,-75.309596,"5,714851",0.0,1.0,2024010220650,3.0,11094609252.0,Equipamento,,Equipamientos construidos,,,,,5,35695767669.0165,13532488388.23,22163279280.786503,1067761948.0,4932032890.0,5999794838.0,0.16808140655867587,29695972831.016502,23756778264.8132,17817583698.6099,0.17796640999076777,0.4016729815979605,0.8,Cumple,3563516739.7219806,-46557238264.66812
44.0,ADICION - Mejoramiento de vías terciarias de las veredas Mulatico Patio Bonito y Morrón del municipio de Tarso Antioquia mediante la construcción de pavimentación de Placa huella,2024-06-21,Tarso,Suroeste,-75.822956,5.864542,0.0,0.0,2024010242499,3.0,288779865.0,Placa huella,Tercer Orden,Vías terciarias mejoradas,Adicion a proyecto en ejecucion,,,,6,9297204605.9125,4650900904.13,4646303701.7825,1308996768.0,0.0,1308996768.0,0.14079466070560084,7988207837.9125,6390566270.330001,4792924702.7475,1.0,0.6726767122039181,0.8,Cumple,958584940.5495001,-1217788521.702999
45.0,Construcción de la nueva Plaza e mercadi del Municipio de Rionegro y la renovación urbana de su entorno,2024-05-29,Rionegro,Oriente,-75.377316,"6,147148",0.0,0.0,2024010278154,3.0,,Plaza de Mercado,,Equipamientos construidos,Radicado no tiene mayor informacion,,,,1,501236439904.31354,112502020079.39,388734419824.9235,85394840514.0,114109886446.23999,199504726960.24,0.39802518547599136,301731712944.07355,241385370355.25885,181039027766.44412,0.4280341714961904,0.23207277402530038,0.65,Cumple,36207805553.288826,199470854625.73294
46.0,Construcción del parque Villa Esperanza del municipio de San Pedro de Urabá Antioquia,2024-05-29,San Pedro de Urabá,Urabá,-76.380567,"8,276884",1.0,1.0,2024010240568,3.0,883515930.0,Parque,,Espacio público adecuado,,,,,6,19508372714.52,5389834315.5,14118538399.02,2594281047.0,1833333333.0,4427614380.0,0.22695969801235882,15080758334.52,12064606667.616001,9048455000.712,0.5859320221559132,0.5885111290050002,0.8,Cumple,1809691000.1424,-12348843887.1456
47.0,Solicitud de mesas técnicas para proyectos presentados por parte del municipio,2024-09-07,San Pedro de Urabá,Urabá,-76.380567,"8,276884",1.0,1.0,2024010240685,,,Otros,,Otros,,,,,6,19508372714.52,5389834315.5,14118538399.02,2594281047.0,1833333333.0,4427614380.0,0.22695969801235882,15080758334.52,12064606667.616001,9048455000.712,0.5859320221559132,0.5885111290050002,0.8,Cumple,1809691000.1424,-12348843887.1456
48.0,Construcción de pavimento rígido en vías urbanas  Barrio Obrero del municipio de Apartadó,2024-11-06,Apartadó,Urabá,-76.625279,"7,882968",1.0,1.0,2024010304650 2024010344153,3.0,7999391717.0,Pavimento Rígido,Urbana,Vía urbana mejorada,,,,,3,77784648137.44801,31716114442.57,46068533694.87801,43139212620.0,17341932907.4,60481145527.4,0.7775460450824158,17303502610.04801,13842802088.03841,10382101566.028807,0.7132671222382267,0.5732829157951359,0.7,Cumple,2076420313.2057614,-13466841257.765432
49.0,Parque principal de San Francisco Antioquia,2024-10-07,San Francisco,Oriente,-75.101562,"5,963476",0.0,1.0,2024010258944,2.0,,Parque,,Espacio público adecuado,,,,,6,7763487077.335,2329929022.36,5433558054.975,1217107364.44,0.0,1217107364.44,0.15677328400446064,6546379712.895,5237103770.316001,3927827827.737,1.0,0.6814176199759063,0.8,Cumple,785565565.5474,-10352204929.605598
50.0,Plaza de mercado,2024-07-17,La Ceja,Oriente,-75.429433,"6,028062",0.0,0.0,2024010308663,2.0,,Plaza de Mercado,,Equipamientos construidos,Peticion recursos adicionales,,,,2,102691614388.099,29123622287.32,73567992100.77899,5166195556.0,27283390599.0,32449586155.0,0.3159906127521217,70242028233.099,56193622586.4792,42145216939.8594,0.15920682412783146,0.2897718766009698,0.7,Cumple,8429043387.97188,45609749252.831276
51.0,Pavimentación en concreto rígido  andenes peatonales y silvicultura en la calle 97 entre carrera 101 y 112 del municipio de Chigorodó Antioquia,2024-12-07,Chigorodó,Urabá,-76.681531,"7,666147",1.0,1.0,2024010308857,3.0,4215630027.0,Pavimento Rígido,Urbana,Vía urbana mejorada,,,,,6,31480625713.6015,12012746210.970001,19467879502.6315,990257688.0,4241046406.6,5231304094.6,0.16617535312647125,26249321619.001503,20999457295.201202,15749592971.400902,0.1892946137507454,0.5712872387742854,0.8,Cumple,3149918594.2801805,-159577103574.2489
52.0,Intervención de la vía terciaria de acceso al corregimiento cedeño y sus veredas aledañas en el municipio de Yarumal Antioquia afectada por la ola invernal,2024-03-07,Yarumal,Norte,-75.418828,6.963832,0.0,1.0,2024010313514,3.0,,Puntos de Atención Prioritaria,Tercer Orden,Vías terciarias mejoradas,Priorizado 14/05/2025,1.0,SGR Regionales 60%,Puentes y PAP 2025-1,5,36204719778.619,11082623753.61,25122096025.009003,1291156679.0,12320355879.07,13611512558.07,0.3759596163511364,22593207220.549004,18074565776.439205,13555924332.329401,0.09485769296333628,0.39053077044629697,0.8,Cumple,2711184866.4658804,-192411827505.2047
53.0,Solicitud de pavimentación de vía Belmira Horizontes,2024-11-07,Sopetrán,Occidente,-75.747378,6.500745,0.0,0.0,2024010295409,1.0,,Pavimento Flexible,Tercer Orden,Vías terciarias mejoradas,Es una peticion de una lidereza de la comunidad,,,,6,16347842057.745998,7901643157.33,8446198900.415998,1620905965.85,2416666620.0,4037572585.85,0.24697893285168493,12310269471.895998,9848215577.516798,7386161683.137599,0.40145556058375176,0.5852153455768756,0.8,Cumple,1477232336.6275198,-11946219029.23488
54.0,Construcción de placa huella y obras complementarias en la vía Támesis - San Pablo (Tamesis - Valparaiso),2024-02-22,Támesis,Suroeste,-75.714429,5.664645,0.0,0.0,2024010078784 2024010309743 2024010402790,3.0,4369072228.0,Placa huella,Segundo Orden,Vías secundarias mejoradas,Via 2.5km que comunica corregimientos de San Pablo y la vereda el Narajal,,,,6,13939577899.6405,5408645166.360001,8530932733.2804985,2408239973.0,812109375.0,3220349348.0,0.23102201309001277,10719228551.6405,8575382841.3124,6431537130.9843,0.7478194794287268,0.48148969869574604,0.8,Cumple,1286307426.19686,-10772171787.81884
